time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010449829700	7.11368	-13.1794	-2.63092	-0.308194	-1.28363	radar	4.15093	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
1477010449879736	6.961	-13.1434	-2.67509	-0.367376	-1.27491	lidar	0.705525	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
1477010449934724	6.82856	-13.0958	-2.66248	-0.428337	-1.26318	radar	0.274596	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
1477010449989712	6.66694	-13.0438	-2.70774	-0.485639	-1.24794	lidar	0.721357	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
1477010450044722	6.57006	-13.0144	-2.54919	-0.507689	-1.1761	radar	9.75109	6.40137	-13.0799	6.4	-13.05	-2.72678	0
1477010450099732	6.40362	-12.9729	-2.60942	-0.542799	-1.14378	lidar	1.58313	6.26174	-13.0534	6.25	-13.05	-2.72678	0
1477010450154684	6.28943	-12.9165	-2.55305	-0.585511	-1.11422	radar	1.68022	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
1477010450209637	6.1163	-12.8699	-2.62155	-0.608468	-1.07373	lidar	2.20773	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
1477010450259674	5.98077	-12.7582	-2.76647	-0.68994	-1.11997	radar	6.91204	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
1477010450309711	5.82085	-12.6929	-2.82716	-0.71157	-1.08381	lidar	1.8362	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
1477010450364717	5.7228	-12.6278	-2.68204	-0.739219	-1.03259	radar	8.36596	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
1477010450419723	5.5663	-12.5602	-2.72341	-0.756233	-0.992826	lidar	1.52948	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
1477010450474743	5.44609	-12.4437	-2.78015	-0.815304	-1.00243	radar	0.980836	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1477010450529764	5.28248	-12.3692	-2.82399	-0.822128	-0.954521	lidar	2.05292	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
1477010450584712	5.18024	-12.2738	-2.77184	-0.859681	-0.93437	radar	1.15207	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
1477010450639660	5.03837	-12.1835	-2.7996	-0.875758	-0.899568	lidar	1.01964	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
1477010450689678	4.94244	-12.0702	-2.81464	-0.91876	-0.897395	radar	0.428592	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
1477010450739696	4.82719	-11.9829	-2.8253	-0.934949	-0.869561	lidar	0.712543	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
1477010450794748	4.73295	-11.8539	-2.84496	-0.982216	-0.870503	radar	0.154026	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1477010450849800	4.64651	-11.7264	-2.84355	-1.02671	-0.867277	lidar	0.0182347	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
1477010450904754	4.59144	-11.6223	-2.70347	-1.06922	-0.855465	radar	5.44142	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
1477010450959709	4.52572	-11.5037	-2.68863	-1.11231	-0.852382	lidar	0.265551	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
